Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
26.87,S,26.87052,0.13,0,0.295542,0,0,37.28823,0.65,0,65.33935,84.50576,3.106388,-32.66455008,-32.66455008,-7.32037E-06,137.5507314,137.5507314,0.001814903,89.99924,89.99924,16640.64,0.05587668,16934.6694,2.63
26.88,S,26.88052,0.13,0,0.2955695,0,0,37.28823,0.64,0,65.33935,84.50576,3.106388,-32.66194138,-32.66194138,-7.30304E-06,137.224112,137.224112,0.00181483,89.99924,89.99924,16642.01,0.05589483,16934.64469,2.60
26.89,S,26.89052,0.13,0,0.295597,0,0,37.28823,0.64,0,65.33935,84.50576,3.106388,-32.65932921,-32.65932921,-7.28571E-06,136.8975187,136.8975187,0.001814758,89.99924,89.99924,16643.38,0.05591298,16934.62341,2.58
26.90,S,26.90052,0.13,0,0.2956244,0,0,37.28823,0.64,0,65.33935,84.50576,3.106388,-32.65673144,-32.65673144,-7.26838E-06,136.5709514,136.5709514,0.001814685,89.99924,89.99924,16644.75,0.05593113,16934.60555,2.57
26.91,S,26.91052,0.13,0,0.2956519,0,0,37.28823,0.63,0,65.33935,84.50576,3.106388,-32.65414162,-32.65414162,-7.25105E-06,136.24441,136.24441,0.001814612,89.99924,89.99924,16646.11,0.05594927,16934.58111,2.54
26.92,S,26.92052,0.13,0,0.2956792,0,0,37.28823,0.63,0,65.33935,84.50576,3.106388,-32.6515518,-32.6515518,-7.23373E-06,135.9178945,135.9178945,0.00181454,89.99924,89.99924,16647.47,0.05596742,16934.5601,2.52
26.93,S,26.93052,0.13,0,0.2957066,0,0,37.28823,0.63,0,65.33935,84.50576,3.106388,-32.64897886,-32.64897886,-7.21641E-06,135.5914047,135.5914047,0.001814468,89.99923,89.99923,16648.82,0.05598557,16934.53252,2.49
26.94,S,26.94052,0.13,0,0.295734,0,0,37.28823,0.62,0,65.33935,84.50576,3.106388,-32.64640196,-32.64640196,-7.19909E-06,135.2649407,135.2649407,0.001814396,89.99923,89.99923,16650.18,0.05600371,16934.51835,2.48
26.95,S,26.95052,0.13,0,0.2957613,0,0,37.28823,0.62,0,65.33935,84.50576,3.106388,-32.64382902,-32.64382902,-7.18177E-06,134.9385024,134.9385024,0.001814324,89.99923,89.99923,16651.53,0.05602185,16934.4976,2.46
26.96,S,26.96052,0.13,0,0.2957886,0,0,37.28823,0.62,0,65.33935,84.50576,3.106388,-32.641269,-32.641269,-7.16445E-06,134.6120898,134.6120897,0.001814252,89.99923,89.99923,16652.87,0.05604,16934.47028,2.43
26.97,S,26.97052,0.13,0,0.2958158,0,0,37.28823,0.62,0,65.33935,84.50576,3.106388,-32.63871196,-32.63871196,-7.14714E-06,134.2857026,134.2857026,0.001814181,89.99922,89.99922,16654.22,0.05605814,16934.45637,2.42
26.98,S,26.98052,0.13,0,0.295843,0,0,37.28823,0.61,0,65.33935,84.50576,3.106388,-32.63616784,-32.63616784,-7.12983E-06,133.959341,133.959341,0.00181411,89.99922,89.99922,16655.56,0.05607628,16934.43588,2.40
26.99,S,26.99052,0.13,0,0.2958702,0,0,37.28823,0.61,0,65.33935,84.50576,3.106388,-32.63362073,-32.63362073,-7.11251E-06,133.6330048,133.6330048,0.001814038,89.99922,89.99922,16656.89,0.05609442,16934.4088,2.37
27.00,S,27.00052,0.13,0,0.2958974,0,0,37.28823,0.61,0,65.33935,84.50576,3.106388,-32.63108654,-32.63108654,-7.0952E-06,133.3066939,133.3066939,0.001813968,89.99921,89.99921,16658.23,0.05611256,16934.39514,2.36
27.01,S,27.01052,0.12,0,0.2959245,0,0,37.28823,0.60,0,65.33935,84.50576,3.106388,-32.62855831,-32.62855831,-7.0779E-06,132.9804083,132.9804083,0.001813897,89.99921,89.99921,16659.56,0.0561307,16934.3749,2.33
27.02,S,27.02052,0.12,0,0.2959516,0,0,37.28823,0.60,0,65.33935,84.50576,3.106388,-32.62603058,-32.62603058,-7.06059E-06,132.654148,132.654148,0.001813826,89.99921,89.99921,16660.88,0.05614884,16934.34806,2.31
27.03,S,27.03052,0.12,0,0.2959787,0,0,37.28823,0.60,0,65.33935,84.50576,3.106388,-32.62351874,-32.62351874,-7.04329E-06,132.3279129,132.3279128,0.001813756,89.99921,89.99921,16662.21,0.05616698,16934.33464,2.29
