Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
13.68,S,13.68022,0.57,0,0.272111,0,0,37.28823,14.38,0,65.33935,84.50576,3.106388,-44.52486237,-44.52486237,-4.17917E-05,623.1525319,623.1525318,0.002100602,89.9998,89.9998,11789.86,0.03053465,17824.53206,892.49
13.69,S,13.69022,0.57,0,0.2721219,0,0,37.28823,14.36,0,65.33935,84.50576,3.106388,-44.5050026,-44.5050026,-4.17463E-05,622.7074818,622.7074818,0.002100184,89.9998,89.9998,11796.08,0.03055566,17822.13532,890.10
13.70,S,13.70022,0.57,0,0.2721328,0,0,37.28823,14.34,0,65.33935,84.50576,3.106388,-44.48518107,-44.48518107,-4.17011E-05,622.26263,622.26263,0.002099767,89.9998,89.9998,11802.31,0.03057666,17819.75857,887.72
13.71,S,13.71022,0.57,0,0.2721437,0,0,37.28823,14.31,0,65.33935,84.50576,3.106388,-44.46538836,-44.46538836,-4.16559E-05,621.8179762,621.8179762,0.002099351,89.9998,89.9998,11808.53,0.03059765,17817.3818,885.34
13.72,S,13.72022,0.57,0,0.2721546,0,0,37.28823,14.29,0,65.33935,84.50576,3.106388,-44.44562197,-44.44562197,-4.16107E-05,621.37352,621.3735199,0.002098935,89.9998,89.9998,11814.74,0.03061865,17815.00499,882.96
13.73,S,13.73022,0.57,0,0.2721655,0,0,37.28823,14.27,0,65.33935,84.50576,3.106388,-44.42588737,-44.42588737,-4.15656E-05,620.9292611,620.9292611,0.002098519,89.9998,89.9998,11820.95,0.03063963,17812.63812,880.60
13.74,S,13.74022,0.57,0,0.2721764,0,0,37.28823,14.24,0,65.33935,84.50576,3.106388,-44.40618157,-44.40618157,-4.15206E-05,620.4851993,620.4851993,0.002098104,89.9998,89.9998,11827.15,0.03066061,17810.27119,878.23
13.75,S,13.75022,0.57,0,0.2721872,0,0,37.28823,14.22,0,65.33935,84.50576,3.106388,-44.38650062,-44.38650062,-4.14756E-05,620.0413343,620.0413343,0.002097689,89.9998,89.9998,11833.35,0.03068159,17807.91419,875.87
13.76,S,13.76022,0.57,0,0.2721981,0,0,37.28823,14.20,0,65.33935,84.50576,3.106388,-44.36685393,-44.36685393,-4.14306E-05,619.5976658,619.5976658,0.002097275,89.9998,89.9998,11839.55,0.03070257,17805.56709,873.53
13.77,S,13.77022,0.57,0,0.272209,0,0,37.28823,14.18,0,65.33935,84.50576,3.106388,-44.34722513,-44.34722513,-4.13857E-05,619.1541935,619.1541935,0.002096861,89.9998,89.9998,11845.74,0.03072354,17803.21988,871.18
13.78,S,13.78022,0.57,0,0.27222,0,0,37.28823,14.15,0,65.33935,84.50576,3.106388,-44.32762911,-44.32762911,-4.13409E-05,618.7109172,618.7109172,0.002096448,89.9998,89.9998,11851.93,0.03074451,17800.88256,868.84
13.79,S,13.79022,0.57,0,0.2722309,0,0,37.28823,14.13,0,65.33935,84.50576,3.106388,-44.30806984,-44.30806984,-4.12961E-05,618.2678365,618.2678365,0.002096035,89.9998,89.9998,11858.11,0.03076547,17798.5451,866.51
13.80,S,13.80022,0.57,0,0.2722418,0,0,37.28823,14.11,0,65.33935,84.50576,3.106388,-44.28852349,-44.28852349,-4.12514E-05,617.8249513,617.8249513,0.002095622,89.9998,89.9998,11864.29,0.03078643,17796.2175,864.18
13.81,S,13.81022,0.57,0,0.2722527,0,0,37.28823,14.09,0,65.33935,84.50576,3.106388,-44.26902135,-44.26902135,-4.12067E-05,617.3822611,617.3822611,0.00209521,89.9998,89.9998,11870.46,0.03080738,17793.88973,861.85
13.82,S,13.82022,0.57,0,0.2722636,0,0,37.28823,14.06,0,65.33935,84.50576,3.106388,-44.24954056,-44.24954056,-4.11621E-05,616.9397657,616.9397657,0.002094798,89.9998,89.9998,11876.63,0.03082833,17791.57179,859.53
13.83,S,13.83022,0.57,0,0.2722746,0,0,37.28823,14.04,0,65.33935,84.50576,3.106388,-44.23008263,-44.23008263,-4.11175E-05,616.4974649,616.4974649,0.002094387,89.9998,89.9998,11882.80,0.03084928,17789.26367,857.22
13.84,S,13.84022,0.57,0,0.2722855,0,0,37.28823,14.02,0,65.33935,84.50576,3.106388,-44.2106535,-44.2106535,-4.1073E-05,616.0553584,616.0553584,0.002093977,89.9998,89.9998,11888.96,0.03087022,17786.95535,854.92
13.85,S,13.85022,0.57,0,0.2722965,0,0,37.28823,14.00,0,65.33935,84.50576,3.106388,-44.19126162,-44.19126162,-4.10286E-05,615.6134458,615.6134458,0.002093566,89.9998,89.9998,11895.11,0.03089116,17784.64681,852.61
13.86,S,13.86022,0.57,0,0.2723074,0,0,37.28823,13.97,0,65.33935,84.50576,3.106388,-44.17190005,-44.17190005,-4.09842E-05,615.1717268,615.1717268,0.002093156,89.9998,89.9998,11901.27,0.03091209,17782.35804,850.32
13.87,S,13.87022,0.57,0,0.2723184,0,0,37.28823,13.95,0,65.33935,84.50576,3.106388,-44.15256182,-44.15256182,-4.09398E-05,614.7302012,614.7302012,0.002092747,89.9998,89.9998,11907.41,0.03093302,17780.05904,848.02
13.88,S,13.88022,0.57,0,0.2723293,0,0,37.28823,13.93,0,65.33935,84.50576,3.106388,-44.13324494,-44.13324494,-4.08955E-05,614.2888687,614.2888687,0.002092338,89.9998,89.9998,11913.56,0.03095394,17777.77978,845.74
13.89,S,13.89022,0.57,0,0.2723403,0,0,37.28823,13.91,0,65.33935,84.50576,3.106388,-44.1139544,-44.1139544,-4.08513E-05,613.8477292,613.8477292,0.00209193,89.9998,89.9998,11919.69,0.03097486,17775.49025,843.45
13.90,S,13.90022,0.57,0,0.2723512,0,0,37.28823,13.88,0,65.33935,84.50576,3.106388,-44.09470259,-44.09470259,-4.08071E-05,613.4067822,613.4067822,0.002091521,89.9998,89.9998,11925.83,0.03099578,17773.22045,841.18
13.91,S,13.91022,0.56,0,0.2723622,0,0,37.28823,13.86,0,65.33935,84.50576,3.106388,-44.07548059,-44.07548059,-4.07629E-05,612.9660274,612.9660274,0.002091114,89.9998,89.9998,11931.96,0.0310167,17770.95035,838.91
13.92,S,13.92022,0.56,0,0.2723732,0,0,37.28823,13.84,0,65.33935,84.50576,3.106388,-44.05627399,-44.05627399,-4.07188E-05,612.5254647,612.5254647,0.002090707,89.9998,89.9998,11938.08,0.0310376,17768.67994,836.64
13.93,S,13.93022,0.56,0,0.2723842,0,0,37.28823,13.82,0,65.33935,84.50576,3.106388,-44.03711109,-44.03711109,-4.06748E-05,612.0850936,612.0850936,0.0020903,89.9998,89.9998,11944.20,0.03105851,17766.41921,834.38
13.94,S,13.94022,0.56,0,0.2723951,0,0,37.28823,13.80,0,65.33935,84.50576,3.106388,-44.01795962,-44.01795962,-4.06308E-05,611.644914,611.644914,0.002089894,89.9998,89.9998,11950.32,0.03107941,17764.16815,832.13
13.95,S,13.95022,0.56,0,0.2724061,0,0,37.28823,13.77,0,65.33935,84.50576,3.106388,-43.99884243,-43.99884243,-4.05869E-05,611.2049256,611.2049256,0.002089488,89.9998,89.9998,11956.43,0.03110031,17761.91674,829.88
13.96,S,13.96022,0.56,0,0.2724171,0,0,37.28823,13.75,0,65.33935,84.50576,3.106388,-43.97975305,-43.97975305,-4.0543E-05,610.765128,610.765128,0.002089082,89.9998,89.9998,11962.54,0.0311212,17759.67498,827.63
13.97,S,13.97022,0.56,0,0.2724281,0,0,37.28823,13.73,0,65.33935,84.50576,3.106388,-43.96068453,-43.96068453,-4.04992E-05,610.3255212,610.3255212,0.002088677,89.9998,89.9998,11968.64,0.03114209,17757.43284,825.39
13.98,S,13.98022,0.56,0,0.2724391,0,0,37.28823,13.71,0,65.33935,84.50576,3.106388,-43.94165078,-43.94165078,-4.04554E-05,609.8861047,609.8861047,0.002088273,89.9998,89.9998,11974.74,0.03116297,17755.20032,823.16
13.99,S,13.99022,0.56,0,0.2724501,0,0,37.28823,13.68,0,65.33935,84.50576,3.106388,-43.92264882,-43.92264882,-4.04117E-05,609.4468782,609.4468782,0.002087869,89.9998,89.9998,11980.84,0.03118385,17752.9774,820.94
14.00,S,14.00023,0.56,0,0.2724611,0,0,37.28823,13.66,0,65.33935,84.50576,3.106388,-43.9036702,-43.9036702,-4.0368E-05,609.0078415,609.0078415,0.002087465,89.9998,89.9998,11986.93,0.03120473,17750.75407,818.71
14.01,S,14.01023,0.56,0,0.2724721,0,0,37.28823,13.64,0,65.33935,84.50576,3.106388,-43.88470996,-43.88470996,-4.03244E-05,608.5689944,608.5689944,0.002087062,89.9998,89.9998,11993.01,0.0312256,17748.53031,816.49
14.02,S,14.02023,0.56,0,0.2724831,0,0,37.28823,13.62,0,65.33935,84.50576,3.106388,-43.86579691,-43.86579691,-4.02809E-05,608.1303365,608.1303365,0.002086659,89.9998,89.9998,11999.09,0.03124647,17746.31612,814.28
14.03,S,14.03023,0.56,0,0.2724942,0,0,37.28823,13.60,0,65.33935,84.50576,3.106388,-43.84689975,-43.84689975,-4.02374E-05,607.6918675,607.6918675,0.002086257,89.9998,89.9998,12005.17,0.03126734,17744.11147,812.07
14.04,S,14.04023,0.56,0,0.2725052,0,0,37.28823,13.58,0,65.33935,84.50576,3.106388,-43.82803141,-43.82803141,-4.01939E-05,607.2535872,607.2535872,0.002085855,89.9998,89.9998,12011.24,0.0312882,17741.90636,809.87
14.05,S,14.05023,0.56,0,0.2725162,0,0,37.28823,13.55,0,65.33935,84.50576,3.106388,-43.80918541,-43.80918541,-4.01505E-05,606.8154953,606.8154953,0.002085453,89.9998,89.9998,12017.31,0.03130906,17739.71078,807.67
14.06,S,14.06023,0.56,0,0.2725272,0,0,37.28823,13.53,0,65.33935,84.50576,3.106388,-43.79036127,-43.79036127,-4.01071E-05,606.3775917,606.3775917,0.002085052,89.9998,89.9998,12023.38,0.03132991,17737.52471,805.48
14.07,S,14.07023,0.56,0,0.2725383,0,0,37.28823,13.51,0,65.33935,84.50576,3.106388,-43.77157935,-43.77157935,-4.00638E-05,605.939876,605.939876,0.002084651,89.9998,89.9998,12029.43,0.03135076,17735.32814,803.29
14.08,S,14.08023,0.56,0,0.2725493,0,0,37.28823,13.49,0,65.33935,84.50576,3.106388,-43.75281978,-43.75281978,-4.00206E-05,605.5023478,605.5023478,0.002084251,89.9998,89.9998,12035.49,0.0313716,17733.15105,801.11
14.09,S,14.09023,0.56,0,0.2725604,0,0,37.28823,13.47,0,65.33935,84.50576,3.106388,-43.73408008,-43.73408008,-3.99774E-05,605.065007,605.065007,0.002083851,89.9998,89.9998,12041.54,0.03139244,17730.97343,798.93
14.10,S,14.10023,0.56,0,0.2725714,0,0,37.28823,13.44,0,65.33935,84.50576,3.106388,-43.7153667,-43.7153667,-3.99342E-05,604.6278533,604.6278533,0.002083452,89.9998,89.9998,12047.59,0.03141328,17728.80528,796.77
14.11,S,14.11023,0.56,0,0.2725825,0,0,37.28823,13.42,0,65.33935,84.50576,3.106388,-43.69669207,-43.69669207,-3.98911E-05,604.1908864,604.1908864,0.002083053,89.9998,89.9998,12053.63,0.03143411,17726.63658,794.60
14.12,S,14.12023,0.56,0,0.2725935,0,0,37.28823,13.40,0,65.33935,84.50576,3.106388,-43.67804029,-43.67804029,-3.98481E-05,603.754106,603.754106,0.002082655,89.9998,89.9998,12059.67,0.03145494,17724.47731,792.44
14.13,S,14.13023,0.56,0,0.2726046,0,0,37.28823,13.38,0,65.33935,84.50576,3.106388,-43.65940986,-43.65940986,-3.98051E-05,603.3175119,603.3175119,0.002082257,89.9998,89.9998,12065.70,0.03147576,17722.31746,790.28
14.14,S,14.14023,0.56,0,0.2726157,0,0,37.28823,13.36,0,65.33935,84.50576,3.106388,-43.6408147,-43.6408147,-3.97621E-05,602.8811038,602.8811038,0.002081859,89.9998,89.9998,12071.73,0.03149658,17720.16702,788.13
14.15,S,14.15023,0.56,0,0.2726267,0,0,37.28823,13.34,0,65.33935,84.50576,3.106388,-43.62223196,-43.62223196,-3.97192E-05,602.4448815,602.4448815,0.002081462,89.9998,89.9998,12077.75,0.0315174,17718.01598,785.98
14.16,S,14.16023,0.56,0,0.2726378,0,0,37.28823,13.32,0,65.33935,84.50576,3.106388,-43.60369094,-43.60369094,-3.96764E-05,602.0088446,602.0088446,0.002081065,89.9998,89.9998,12083.77,0.03153821,17715.87432,783.83
14.17,S,14.17023,0.55,0,0.2726489,0,0,37.28823,13.29,0,65.33935,84.50576,3.106388,-43.58517178,-43.58517178,-3.96336E-05,601.5729929,601.5729929,0.002080669,89.9998,89.9998,12089.79,0.03155902,17713.74204,781.70
14.18,S,14.18023,0.55,0,0.27266,0,0,37.28823,13.27,0,65.33935,84.50576,3.106388,-43.56667695,-43.56667695,-3.95908E-05,601.1373261,601.1373261,0.002080273,89.9998,89.9998,12095.80,0.03157983,17711.60911,779.57
14.19,S,14.19023,0.55,0,0.2726711,0,0,37.28823,13.25,0,65.33935,84.50576,3.106388,-43.54821293,-43.54821293,-3.95481E-05,600.701844,600.701844,0.002079877,89.9998,89.9998,12101.81,0.03160063,17709.48554,777.45
14.20,S,14.20023,0.55,0,0.2726822,0,0,37.28823,13.23,0,65.33935,84.50576,3.106388,-43.52976678,-43.52976678,-3.95055E-05,600.2665463,600.2665463,0.002079482,89.9998,89.9998,12107.81,0.03162143,17707.36129,775.32
14.21,S,14.21023,0.55,0,0.2726933,0,0,37.28823,13.21,0,65.33935,84.50576,3.106388,-43.51136086,-43.51136086,-3.94629E-05,599.8314327,599.8314327,0.002079088,89.9998,89.9998,12113.81,0.03164222,17705.24637,773.21
14.22,S,14.22023,0.55,0,0.2727044,0,0,37.28823,13.19,0,65.33935,84.50576,3.106388,-43.49297035,-43.49297035,-3.94203E-05,599.396503,599.396503,0.002078693,89.9998,89.9998,12119.80,0.03166301,17703.13076,771.09
14.23,S,14.23023,0.55,0,0.2727154,0,0,37.28823,13.17,0,65.33935,84.50576,3.106388,-43.47460963,-43.47460963,-3.93778E-05,598.961757,598.961757,0.0020783,89.9998,89.9998,12125.79,0.03168379,17701.02445,768.98
14.24,S,14.24023,0.55,0,0.2727266,0,0,37.28823,13.14,0,65.33935,84.50576,3.106388,-43.45627177,-43.45627177,-3.93354E-05,598.5271943,598.5271942,0.002077906,89.9998,89.9998,12131.78,0.03170457,17698.92742,766.89
14.25,S,14.25023,0.55,0,0.2727377,0,0,37.28823,13.12,0,65.33935,84.50576,3.106388,-43.43796817,-43.43796817,-3.9293E-05,598.0928146,598.0928146,0.002077513,89.99979,89.99979,12137.76,0.03172535,17696.82967,764.79
14.26,S,14.26023,0.55,0,0.2727488,0,0,37.28823,13.10,0,65.33935,84.50576,3.106388,-43.41968246,-43.41968246,-3.92506E-05,597.6586178,597.6586178,0.002077121,89.99979,89.99979,12143.73,0.03174612,17694.73117,762.69
14.27,S,14.27023,0.55,0,0.2727599,0,0,37.28823,13.08,0,65.33935,84.50576,3.106388,-43.40143003,-43.40143003,-3.92084E-05,597.2246035,597.2246035,0.002076729,89.99979,89.99979,12149.71,0.03176689,17692.65193,760.61
14.28,S,14.28023,0.55,0,0.2727711,0,0,37.28823,13.06,0,65.33935,84.50576,3.106388,-43.38320193,-43.38320193,-3.91661E-05,596.7907715,596.7907715,0.002076337,89.99979,89.99979,12155.67,0.03178765,17690.56191,758.52
14.29,S,14.29023,0.55,0,0.2727822,0,0,37.28823,13.04,0,65.33935,84.50576,3.106388,-43.36499569,-43.36499569,-3.91239E-05,596.3571215,596.3571215,0.002075946,89.99979,89.99979,12161.64,0.03180841,17688.49113,756.45
14.30,S,14.30023,0.55,0,0.2727934,0,0,37.28823,13.02,0,65.33935,84.50576,3.106388,-43.34681628,-43.34681628,-3.90817E-05,595.9236534,595.9236534,0.002075555,89.99979,89.99979,12167.60,0.03182917,17686.41955,754.38
14.31,S,14.31023,0.55,0,0.2728045,0,0,37.28823,13.00,0,65.33935,84.50576,3.106388,-43.32865921,-43.32865921,-3.90396E-05,595.4903668,595.4903668,0.002075165,89.99979,89.99979,12173.55,0.03184992,17684.34718,752.31
14.32,S,14.32023,0.55,0,0.2728157,0,0,37.28823,12.98,0,65.33935,84.50576,3.106388,-43.3105394,-43.3105394,-3.89976E-05,595.0572614,595.0572614,0.002074775,89.99979,89.99979,12179.50,0.03187067,17682.28399,750.24
14.33,S,14.33023,0.55,0,0.2728268,0,0,37.28823,12.95,0,65.33935,84.50576,3.106388,-43.29244343,-43.29244343,-3.89556E-05,594.624337,594.624337,0.002074385,89.99979,89.99979,12185.45,0.03189142,17680.22998,748.19
14.34,S,14.34023,0.55,0,0.272838,0,0,37.28823,12.93,0,65.33935,84.50576,3.106388,-43.27436832,-43.27436832,-3.89136E-05,594.1915933,594.1915933,0.002073996,89.99979,89.99979,12191.39,0.03191216,17678.17513,746.14
14.35,S,14.35023,0.55,0,0.2728491,0,0,37.28823,12.91,0,65.33935,84.50576,3.106388,-43.25632003,-43.25632003,-3.88717E-05,593.7590301,593.7590301,0.002073607,89.99979,89.99979,12197.33,0.0319329,17676.12943,744.09
14.36,S,14.36023,0.55,0,0.2728603,0,0,37.28823,12.89,0,65.33935,84.50576,3.106388,-43.23830204,-43.23830204,-3.88299E-05,593.3266471,593.3266471,0.002073219,89.99979,89.99979,12203.26,0.03195364,17674.08287,742.04
14.37,S,14.37023,0.55,0,0.2728715,0,0,37.28823,12.87,0,65.33935,84.50576,3.106388,-43.22029846,-43.22029846,-3.87881E-05,592.8944441,592.8944441,0.002072831,89.99979,89.99979,12209.19,0.03197437,17672.04544,740.01
14.38,S,14.38023,0.55,0,0.2728827,0,0,37.28823,12.85,0,65.33935,84.50576,3.106388,-43.20233362,-43.20233362,-3.87463E-05,592.4624208,592.4624208,0.002072444,89.99979,89.99979,12215.12,0.0319951,17670.01712,737.98
14.39,S,14.39023,0.55,0,0.2728938,0,0,37.28823,12.83,0,65.33935,84.50576,3.106388,-43.1843812,-43.1843812,-3.87046E-05,592.030577,592.030577,0.002072057,89.99979,89.99979,12221.04,0.03201582,17667.98791,735.95
14.40,S,14.40023,0.55,0,0.272905,0,0,37.28823,12.81,0,65.33935,84.50576,3.106388,-43.166471,-43.166471,-3.86629E-05,591.5989123,591.5989123,0.00207167,89.99979,89.99979,12226.95,0.03203654,17665.95779,733.92
14.41,S,14.41023,0.55,0,0.2729162,0,0,37.28823,12.79,0,65.33935,84.50576,3.106388,-43.14857867,-43.14857867,-3.86213E-05,591.1674265,591.1674265,0.002071284,89.99979,89.99979,12232.86,0.03205726,17663.93674,731.90
14.42,S,14.42023,0.54,0,0.2729274,0,0,37.28823,12.77,0,65.33935,84.50576,3.106388,-43.13071268,-43.13071268,-3.85798E-05,590.7361194,590.7361194,0.002070898,89.99979,89.99979,12238.77,0.03207797,17661.92476,729.88
14.43,S,14.43023,0.54,0,0.2729386,0,0,37.28823,12.75,0,65.33935,84.50576,3.106388,-43.11286407,-43.11286407,-3.85382E-05,590.3049908,590.3049908,0.002070513,89.99979,89.99979,12244.67,0.03209868,17659.91184,727.87
14.44,S,14.44024,0.54,0,0.2729498,0,0,37.28823,12.73,0,65.33935,84.50576,3.106388,-43.09505172,-43.09505172,-3.84968E-05,589.8740403,589.8740403,0.002070128,89.99979,89.99979,12250.57,0.03211938,17657.90796,725.87
14.45,S,14.45024,0.54,0,0.272961,0,0,37.28823,12.71,0,65.33935,84.50576,3.106388,-43.07725128,-43.07725128,-3.84553E-05,589.4432678,589.4432678,0.002069743,89.99979,89.99979,12256.47,0.03214008,17655.91312,723.87
14.46,S,14.46024,0.54,0,0.2729723,0,0,37.28823,12.68,0,65.33935,84.50576,3.106388,-43.05949109,-43.05949109,-3.8414E-05,589.0126729,589.0126729,0.002069359,89.99979,89.99979,12262.36,0.03216077,17653.91729,721.88
14.47,S,14.47024,0.54,0,0.2729835,0,0,37.28823,12.66,0,65.33935,84.50576,3.106388,-43.04175125,-43.04175125,-3.83726E-05,588.5822554,588.5822553,0.002068975,89.99979,89.99979,12268.24,0.03218146,17651.92048,719.88
14.48,S,14.48024,0.54,0,0.2729947,0,0,37.28823,12.64,0,65.33935,84.50576,3.106388,-43.02404023,-43.02404023,-3.83314E-05,588.152015,588.152015,0.002068592,89.99979,89.99979,12274.12,0.03220215,17649.93265,717.89
14.49,S,14.49024,0.54,0,0.2730059,0,0,37.28823,12.62,0,65.33935,84.50576,3.106388,-43.00634361,-43.00634361,-3.82901E-05,587.7219515,587.7219515,0.002068209,89.99979,89.99979,12280.00,0.03222283,17647.95382,715.91
14.50,S,14.50024,0.54,0,0.2730171,0,0,37.28823,12.60,0,65.33935,84.50576,3.106388,-42.98868524,-42.98868524,-3.8249E-05,587.2920647,587.2920647,0.002067826,89.99979,89.99979,12285.87,0.03224351,17645.97395,713.93
14.51,S,14.51024,0.54,0,0.2730284,0,0,37.28823,12.58,0,65.33935,84.50576,3.106388,-42.97104624,-42.97104624,-3.82078E-05,586.8623542,586.8623542,0.002067444,89.99979,89.99979,12291.74,0.03226418,17644.00305,711.96
14.52,S,14.52024,0.54,0,0.2730396,0,0,37.28823,12.56,0,65.33935,84.50576,3.106388,-42.95342959,-42.95342959,-3.81667E-05,586.43282,586.4328199,0.002067063,89.99979,89.99979,12297.61,0.03228486,17642.0411,710.00
14.53,S,14.53024,0.54,0,0.2730509,0,0,37.28823,12.54,0,65.33935,84.50576,3.106388,-42.93584026,-42.93584026,-3.81257E-05,586.0034616,586.0034616,0.002066681,89.99979,89.99979,12303.47,0.03230552,17640.07808,708.04
14.54,S,14.54024,0.54,0,0.2730621,0,0,37.28823,12.52,0,65.33935,84.50576,3.106388,-42.91827675,-42.91827675,-3.80847E-05,585.5742788,585.5742788,0.002066301,89.99979,89.99979,12309.32,0.03232619,17638.11399,706.07
14.55,S,14.55024,0.54,0,0.2730734,0,0,37.28823,12.50,0,65.33935,84.50576,3.106388,-42.90073809,-42.90073809,-3.80438E-05,585.1452714,585.1452714,0.00206592,89.99979,89.99979,12315.17,0.03234685,17636.15882,704.12
14.56,S,14.56024,0.54,0,0.2730846,0,0,37.28823,12.48,0,65.33935,84.50576,3.106388,-42.88322127,-42.88322127,-3.80029E-05,584.7164392,584.7164392,0.00206554,89.99979,89.99979,12321.02,0.03236751,17634.21255,702.17
14.57,S,14.57024,0.54,0,0.2730959,0,0,37.28823,12.46,0,65.33935,84.50576,3.106388,-42.86573029,-42.86573029,-3.7962E-05,584.2877819,584.2877819,0.002065161,89.99979,89.99979,12326.86,0.03238816,17632.26517,700.23
14.58,S,14.58024,0.54,0,0.2731072,0,0,37.28823,12.44,0,65.33935,84.50576,3.106388,-42.84826961,-42.84826961,-3.79212E-05,583.8592992,583.8592992,0.002064781,89.99979,89.99979,12332.70,0.03240881,17630.32668,698.29
14.59,S,14.59024,0.54,0,0.2731185,0,0,37.28823,12.42,0,65.33935,84.50576,3.106388,-42.83081985,-42.83081985,-3.78804E-05,583.4309911,583.4309911,0.002064403,89.99979,89.99979,12338.54,0.03242945,17628.39705,696.36
14.60,S,14.60024,0.54,0,0.2731297,0,0,37.28823,12.40,0,65.33935,84.50576,3.106388,-42.81341182,-42.81341182,-3.78397E-05,583.002857,583.0028569,0.002064024,89.99979,89.99979,12344.37,0.03245009,17626.46628,694.43
14.61,S,14.61024,0.54,0,0.273141,0,0,37.28823,12.38,0,65.33935,84.50576,3.106388,-42.79602017,-42.79602017,-3.77991E-05,582.5748968,582.5748968,0.002063646,89.99979,89.99979,12350.19,0.03247073,17624.53435,692.49
14.62,S,14.62024,0.54,0,0.2731523,0,0,37.28823,12.36,0,65.33935,84.50576,3.106388,-42.77865982,-42.77865982,-3.77585E-05,582.1471102,582.1471102,0.002063269,89.99979,89.99979,12356.01,0.03249137,17622.61126,690.57
14.63,S,14.63024,0.54,0,0.2731636,0,0,37.28823,12.34,0,65.33935,84.50576,3.106388,-42.76131984,-42.76131984,-3.77179E-05,581.719497,581.719497,0.002062891,89.99979,89.99979,12361.83,0.032512,17620.69699,688.66
14.64,S,14.64024,0.54,0,0.2731749,0,0,37.28823,12.32,0,65.33935,84.50576,3.106388,-42.74400071,-42.74400071,-3.76774E-05,581.292057,581.292057,0.002062515,89.99979,89.99979,12367.64,0.03253262,17618.78154,686.74
14.65,S,14.65024,0.54,0,0.2731862,0,0,37.28823,12.30,0,65.33935,84.50576,3.106388,-42.7267104,-42.7267104,-3.76369E-05,580.8647899,580.8647899,0.002062138,89.99979,89.99979,12373.45,0.03255325,17616.87488,684.83
14.66,S,14.66024,0.54,0,0.2731975,0,0,37.28823,12.28,0,65.33935,84.50576,3.106388,-42.70944045,-42.70944045,-3.75964E-05,580.4376955,580.4376955,0.002061762,89.99979,89.99979,12379.26,0.03257387,17614.97701,682.94
14.67,S,14.67024,0.54,0,0.2732088,0,0,37.28823,12.26,0,65.33935,84.50576,3.106388,-42.69219484,-42.69219484,-3.7556E-05,580.0107736,580.0107736,0.002061387,89.99979,89.99979,12385.06,0.03259448,17613.07792,681.04
14.68,S,14.68024,0.54,0,0.2732202,0,0,37.28823,12.24,0,65.33935,84.50576,3.106388,-42.67498052,-42.67498052,-3.75157E-05,579.5840238,579.5840238,0.002061012,89.99979,89.99979,12390.85,0.0326151,17611.1776,679.14
14.69,S,14.69024,0.53,0,0.2732315,0,0,37.28823,12.22,0,65.33935,84.50576,3.106388,-42.65779004,-42.65779004,-3.74754E-05,579.1574459,579.1574459,0.002060637,89.99979,89.99979,12396.64,0.0326357,17609.28604,677.25
14.70,S,14.70024,0.53,0,0.2732428,0,0,37.28823,12.20,0,65.33935,84.50576,3.106388,-42.64062291,-42.64062291,-3.74352E-05,578.7310396,578.7310396,0.002060262,89.99979,89.99979,12402.43,0.03265631,17607.40321,675.36
14.71,S,14.71024,0.53,0,0.2732541,0,0,37.28823,12.18,0,65.33935,84.50576,3.106388,-42.62347217,-42.62347217,-3.7395E-05,578.3048049,578.3048049,0.002059889,89.99979,89.99979,12408.21,0.03267691,17605.51912,673.48
14.72,S,14.72024,0.53,0,0.2732655,0,0,37.28823,12.16,0,65.33935,84.50576,3.106388,-42.60636067,-42.60636067,-3.73548E-05,577.8787413,577.8787413,0.002059515,89.99979,89.99979,12413.99,0.03269751,17603.64375,671.60
14.73,S,14.73024,0.53,0,0.2732768,0,0,37.28823,12.14,0,65.33935,84.50576,3.106388,-42.58926209,-42.58926209,-3.73147E-05,577.4528487,577.4528487,0.002059142,89.99979,89.99979,12419.77,0.0327181,17601.77709,669.74
14.74,S,14.74024,0.53,0,0.2732882,0,0,37.28823,12.12,0,65.33935,84.50576,3.106388,-42.57218933,-42.57218933,-3.72746E-05,577.0271268,577.0271268,0.002058769,89.99979,89.99979,12425.54,0.03273869,17599.90914,667.87
14.75,S,14.75024,0.53,0,0.2732995,0,0,37.28823,12.10,0,65.33935,84.50576,3.106388,-42.55514141,-42.55514141,-3.72346E-05,576.6015754,576.6015754,0.002058397,89.99979,89.99979,12431.30,0.03275928,17598.03986,666.00
14.76,S,14.76024,0.53,0,0.2733109,0,0,37.28823,12.08,0,65.33935,84.50576,3.106388,-42.53811981,-42.53811981,-3.71946E-05,576.1761943,576.1761942,0.002058025,89.99979,89.99979,12437.07,0.03277986,17596.18927,664.15
14.77,S,14.77024,0.53,0,0.2733223,0,0,37.28823,12.06,0,65.33935,84.50576,3.106388,-42.52111212,-42.52111212,-3.71547E-05,575.7509831,575.7509831,0.002057653,89.99979,89.99979,12442.82,0.03280044,17594.32734,662.29
